pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
1om1,6.77,refined,Ki,=
1v2u,3.37,refined,Ki,=
4lxd,7.23,refined,Ki,=
4z0k,6.34,refined,Ki,=
4cpz,7.68,refined,Ki,=
3g0i,3.60,refined,Ki,=
2fzk,3.60,refined,Ki,=
2h15,5.67,refined,Ki,=
4u54,2.06,refined,Kd,=
1b5j,7.43,refined,Kd,=
3kdc,9.28,refined,Kd,=
2qhy,7.48,refined,Ki,=
2qi0,7.38,refined,Ki,=
3ckp,6.35,refined,Ki,=
2ra0,7.80,refined,Ki,=
2qx0,6.11,refined,Kd,=
4np2,2.26,refined,Kd,=
3bkl,6.17,refined,Ki,=
2qnn,7.15,refined,Ki,=
2r0z,5.47,refined,Kd,=
2qrl,4.00,refined,Ki,=
2cbv,5.48,refined,Kd,=
3kyq,4.22,refined,Kd,=
4nyf,7.31,refined,Kd,=
4rhx,5.80,refined,Ki,=
3lk8,7.71,refined,Kd,=
4ef6,2.92,refined,Kd,=
4cpy,6.31,refined,Ki,=
4u5o,2.42,refined,Kd,=
1sdu,10.07,refined,Ki,=
4ymx,7.10,refined,Kd,=
4lj8,5.82,refined,Kd,=
1b40,7.28,refined,Kd,=
1ez9,5.10,refined,Kd,=
2rfh,6.82,refined,Ki,=
2ans,5.92,refined,Kd,=
3st5,11.30,refined,Ki,=
2q1q,8.15,refined,Ki,=
4ysl,5.80,refined,Kd,=
4ovf,4.13,refined,Ki,=
2pfy,6.52,refined,Kd,=
1nc1,6.12,refined,Ki,=
3m5e,7.37,refined,Kd,=
4ddm,2.46,refined,Kd,=
4cws,7.92,refined,Ki,=
2xp7,5.77,refined,Kd,=
2vmc,2.94,refined,Kd,=
4riu,7.30,refined,Ki,=
2e2p,4.74,refined,Ki,=
1od8,5.10,refined,Ki,=
1z6s,4.34,refined,Ki,=
2f9k,7.07,refined,Ki,=
2v77,5.06,refined,Ki,=
2vmf,5.85,refined,Kd,=
1usi,6.74,refined,Kd,=
4h3f,9.00,refined,Ki,=
1ct8,6.52,refined,Kd,=
1xbo,6.04,refined,Ki,=
4br3,5.72,refined,Kd,=
1np0,3.57,refined,Ki,=
4cg9,6.21,refined,Kd,=
1zhy,6.52,refined,Kd,=
1qbn,5.85,refined,Ki,=
4qnb,6.59,refined,Kd,=
4leq,6.54,refined,Kd,=
2vxn,5.00,refined,Kd,=
4qxo,5.51,refined,Kd,=
3o9e,11.30,refined,Ki,=
1ecq,3.00,refined,Ki,=
3pcf,6.05,refined,Ki,=
2wyg,8.70,refined,Ki,=
3kdm,7.00,refined,Kd,=
1fcy,8.52,refined,Kd,=
1a4w,5.92,refined,Ki,=
2r5a,2.60,refined,Kd,=
3b27,5.16,refined,Kd,=
5d21,8.38,refined,Kd,=
4oc2,8.28,refined,Ki,=
4kp5,6.08,refined,Kd,=
4q3u,6.44,refined,Kd,=
1hi3,4.19,refined,Ki,=
2wr8,5.44,refined,Ki,=
4ad3,4.62,refined,Kd,=
1k1o,6.17,refined,Ki,=
3vdb,2.52,refined,Ki,=
3roc,8.19,refined,Ki,=
4jyc,6.70,refined,Kd,=
1yej,7.46,refined,Kd,=
2oxn,7.44,refined,Ki,=
1jev,6.89,refined,Kd,=
2jh6,7.77,refined,Ki,=
1kmy,5.10,refined,Kd,=
3o5n,4.76,refined,Ki,=
3r88,4.82,refined,Ki,=
3k00,5.77,refined,Kd,=
4r3w,3.00,refined,Ki,=
2xbw,8.00,refined,Ki,=
4q87,4.85,refined,Ki,=
2ypi,4.82,refined,Ki,=
2xjx,9.15,refined,Kd,=
2fqt,6.14,refined,Ki,=
3f15,8.10,refined,Kd,=
3hww,7.12,refined,Kd,=
5cjf,9.59,refined,Ki,=
1lrh,6.82,refined,Kd,=
3gss,5.82,refined,Ki,=
3l79,2.46,refined,Ki,=
1nz7,7.12,refined,Ki,=
2aoe,7.62,refined,Ki,=
2xbx,7.82,refined,Ki,=
1w11,8.22,refined,Ki,=
4o2p,6.70,refined,Ki,=
3s9t,6.82,refined,Kd,=
1dmp,9.55,refined,Ki,=
1syh,6.41,refined,Ki,=
5a2i,5.06,refined,Kd,=
1o1s,7.31,refined,Ki,=
2bfr,5.25,refined,Kd,=
4n6z,7.80,refined,Ki,=
1gcz,5.13,refined,Ki,=
4ffs,10.44,refined,Kd,=
3f8f,6.63,refined,Kd,=
5byi,7.51,refined,Ki,=
4bc5,4.60,refined,Ki,=
4qiz,8.15,refined,Kd,=
1szd,4.54,refined,Kd,=
4isi,8.14,refined,Ki,=
3cd0,7.57,refined,Kd,=
3m3x,6.82,refined,Kd,=
2hu6,3.81,refined,Kd,=
3c2r,3.11,refined,Kd,=
4o3f,5.56,refined,Kd,=
2pyn,7.57,refined,Kd,=
4da5,6.44,refined,Ki,=
2bvs,4.10,refined,Ki,=
3d8z,3.37,refined,Ki,=
4gki,4.46,refined,Ki,=
3obx,3.89,refined,Kd,=
2on6,6.76,refined,Ki,=
3zi8,5.66,refined,Kd,=
2p95,9.37,refined,Ki,=
4f5y,5.43,refined,Kd,=
4tqn,6.11,refined,Kd,=
4dkp,5.72,refined,Kd,=
5a81,5.54,refined,Kd,=
4ufh,6.42,refined,Ki,=
3zt3,2.86,refined,Kd,=
1amw,4.54,refined,Kd,=
1aid,4.82,refined,Ki,=
2x7u,5.27,refined,Ki,=
3v3l,6.43,refined,Kd,=
4ad2,6.20,refined,Kd,=
2v54,4.60,refined,Ki,=
1qji,4.85,refined,Ki,=
1o33,5.74,refined,Ki,=
2xc4,8.05,refined,Ki,=
2y9g,3.77,refined,Kd,=
2wly,6.60,refined,Ki,=
4ipn,3.39,refined,Kd,=
1ch8,7.00,refined,Ki,=
3hku,8.30,refined,Ki,=
1my4,6.98,refined,Ki,=
1xjd,9.48,refined,Ki,=
1c3x,3.68,refined,Ki,=
3b92,8.00,refined,Ki,=
4i7l,3.99,refined,Kd,=
4pin,5.40,refined,Kd,=
2a14,5.70,refined,Ki,=
1uwf,6.82,refined,Kd,=
4fs4,6.57,refined,Ki,=
3d4y,5.70,refined,Ki,=
1jfh,2.05,refined,Ki,=
4arb,5.89,refined,Kd,=
4lbu,6.56,refined,Kd,=
4tun,5.41,refined,Kd,=
2yaz,5.14,refined,Kd,=
2qhd,5.38,refined,Kd,=
3c2u,2.90,refined,Ki,=
3vtr,5.57,refined,Ki,=
1iiq,7.48,refined,Ki,=
3fas,6.77,refined,Ki,=
2za0,6.64,refined,Ki,=
2bz6,7.09,refined,Ki,=
3le9,8.22,refined,Ki,=
3m89,6.16,refined,Kd,=
3rf5,5.63,refined,Ki,=
3nik,3.45,refined,Kd,=
2hw2,2.97,refined,Ki,=
3q7q,5.65,refined,Kd,=
4je8,5.21,refined,Kd,=
4p5d,5.82,refined,Ki,=
1olx,4.33,refined,Kd,=
3ip6,6.60,refined,Kd,=
4hge,7.92,refined,Ki,=
4bxk,7.95,refined,Ki,=
2p3i,3.48,refined,Kd,=
2a8g,3.69,refined,Kd,=
3fx6,6.80,refined,Ki,=
1a9m,6.92,refined,Ki,=
2tmn,5.89,refined,Ki,=
1e6s,3.22,refined,Ki,=
2yb0,3.85,refined,Kd,=
3ikg,7.24,refined,Ki,=
1ws4,3.00,refined,Kd,=
2eg7,5.89,refined,Ki,=
4zji,6.47,refined,Kd,=
4j45,5.77,refined,Ki,=
4x6n,8.82,refined,Ki,=
4b32,3.34,refined,Kd,=
1z9y,7.19,refined,Ki,=
2fxv,5.35,refined,Kd,=
1nvr,8.11,refined,Ki,=
4jsz,2.30,refined,Ki,=
2gv6,7.34,refined,Ki,=
4wkp,9.55,refined,Ki,=
4m12,6.05,refined,Kd,=
4o9v,8.00,refined,Ki,=
4f3k,10.16,refined,Ki,=
4j74,4.59,refined,Kd,=
1elr,4.96,refined,Kd,=
3hzv,6.52,refined,Kd,=
3lcu,3.52,refined,Kd,=
1bq4,5.22,refined,Ki,=
4dmw,4.94,refined,Kd,=
1hpo,9.22,refined,Ki,=
1siv,8.08,refined,Ki,=
3ivc,4.12,refined,Kd,=
2c92,5.68,refined,Kd,=
1o0f,5.30,refined,Ki,=
4daf,7.12,refined,Kd,=
4j93,4.70,refined,Kd,=
4ivb,8.72,refined,Ki,=
4g5f,3.05,refined,Kd,=
2p4j,8.96,refined,Ki,=
3ibl,7.84,refined,Ki,=
3iw5,6.08,refined,Kd,=
4iwz,7.29,refined,Ki,=
3s54,9.64,refined,Ki,=
4zae,8.44,refined,Ki,=
2i3v,6.55,refined,Ki,=
1cgl,6.87,refined,Ki,=
3nw3,6.49,refined,Kd,=
2j27,3.52,refined,Ki,=
1jcx,5.15,refined,Ki,=
2xg9,4.15,refined,Ki,=
5tmp,7.47,refined,Kd,=
4wko,9.47,refined,Ki,=
3bu1,8.15,refined,Kd,=
4qpl,7.41,refined,Kd,=
1ogd,3.03,refined,Kd,=
3djo,4.39,refined,Ki,=
4gq4,7.66,refined,Kd,=
3wz8,5.82,refined,Ki,=
3zt2,2.84,refined,Kd,=
4b74,7.66,refined,Kd,=
3p3r,7.25,refined,Kd,=
1e6q,3.15,refined,Ki,=
1ork,8.81,refined,Kd,=
4omj,5.26,refined,Kd,=
4m0e,6.22,refined,Ki,=
4q0k,4.87,refined,Kd,=
5e1s,7.92,refined,Kd,=
4mc9,9.44,refined,Ki,=
1s19,9.51,refined,Kd,=
1gnn,5.68,refined,Ki,=
4c9x,7.32,refined,Kd,=
2h3e,5.70,refined,Kd,=
4cps,8.27,refined,Ki,=
1hpv,9.22,refined,Ki,=
4f1l,5.12,refined,Kd,=
3lpl,5.62,refined,Kd,=
3gxy,5.59,refined,Kd,=
3fqe,8.30,refined,Ki,=
4ij1,5.40,refined,Ki,=
3mi3,5.45,refined,Ki,=
3rdv,4.91,refined,Kd,=
4jc1,4.30,refined,Kd,=
3wz7,5.74,refined,Ki,=
3m3z,5.73,refined,Ki,=
1d3d,9.09,refined,Kd,=
2j4i,9.00,refined,Ki,=
4oct,5.05,refined,Kd,=
1zs0,6.15,refined,Ki,=
4f3c,11.82,refined,Ki,=
3be9,7.62,refined,Ki,=
1erb,8.10,refined,Kd,=
4do4,7.29,refined,Ki,=
4dcs,5.10,refined,Kd,=
1dgm,5.05,refined,Ki,=
1hih,8.05,refined,Ki,=
3ozr,5.15,refined,Ki,=
1qb6,6.06,refined,Ki,=
2wnc,6.32,refined,Kd,=
1a94,7.85,refined,Ki,=
3sr4,6.54,refined,Ki,=
4fk6,9.70,refined,Ki,=
4aji,3.55,refined,Kd,=
1ec1,8.92,refined,Ki,=
3udd,7.10,refined,Kd,=
4km2,5.84,refined,Kd,=
1y3n,5.55,refined,Kd,=
3r0y,4.84,refined,Kd,=
5ct2,2.92,refined,Kd,=
4g0q,2.52,refined,Kd,=
3nhi,8.43,refined,Kd,=
3iae,3.89,refined,Ki,=
1b57,8.00,refined,Ki,=
4c1t,7.15,refined,Kd,=
4rlt,4.96,refined,Kd,=
4ago,4.81,refined,Kd,=
4tln,3.72,refined,Ki,=
1i9n,8.66,refined,Kd,=
3d52,3.28,refined,Ki,=
1b8o,10.64,refined,Ki,=
2wn9,8.52,refined,Kd,=
1cnw,7.72,refined,Kd,=
3mf5,5.36,refined,Kd,=
4u6c,5.00,refined,Ki,=
4auj,7.74,refined,Kd,=
3gy3,5.63,refined,Kd,=
2wlz,4.60,refined,Ki,=
1bcd,8.70,refined,Ki,=
3r6u,4.52,refined,Kd,=
4kb9,11.00,refined,Ki,=
2r1y,4.51,refined,Kd,=
3ahn,7.05,refined,Ki,=
2pwg,4.82,refined,Ki,=
4qem,7.80,refined,Kd,=
4j47,4.92,refined,Ki,=
1uw6,7.34,refined,Kd,=
3ewc,7.70,refined,Ki,=
4i8z,11.05,refined,Ki,=
1dar,4.96,refined,Kd,=
2zxg,8.82,refined,Ki,=
4zeb,6.52,refined,Kd,=
3gta,4.28,refined,Ki,=
3t60,6.70,refined,Ki,=
3ekw,7.96,refined,Kd,=
4q9o,5.77,refined,Kd,=
1b4h,5.46,refined,Kd,=
1fpc,7.00,refined,Ki,=
1jmg,6.07,refined,Kd,=
4wrb,6.19,refined,Ki,=
1k21,8.38,refined,Ki,=
4rn4,6.94,refined,Ki,=
4m13,6.70,refined,Kd,=
3twp,3.92,refined,Ki,=
3dbu,8.06,refined,Ki,=
1fiv,6.59,refined,Ki,=
1ctu,11.92,refined,Ki,=
2vc7,3.36,refined,Ki,=
3tk2,4.62,refined,Kd,=
1i9o,8.42,refined,Kd,=
2w67,4.96,refined,Ki,=
3zv7,5.92,refined,Ki,=
4eu0,6.40,refined,Kd,=
3upv,5.30,refined,Kd,=
4llk,3.00,refined,Ki,=
1a4r,6.66,refined,Kd,=
3ebl,6.30,refined,Kd,=
4mnp,7.34,refined,Kd,=
1fkg,8.00,refined,Ki,=
2i4w,11.59,refined,Ki,=
4l6t,7.49,refined,Kd,=
2r5p,8.48,refined,Ki,=
4ca7,7.36,refined,Ki,=
3zlr,9.26,refined,Kd,=
4djw,6.28,refined,Ki,=
1s5z,3.21,refined,Kd,=
1xkk,8.52,refined,Ki,=
1v0l,7.55,refined,Ki,=
4ceb,2.97,refined,Kd,=
4f0c,6.27,refined,Kd,=
3pwd,6.66,refined,Ki,=
4kyk,4.74,refined,Ki,=
4aia,3.66,refined,Kd,=
1ppi,5.01,refined,Ki,=
1z4o,4.52,refined,Ki,=
1lf2,7.52,refined,Ki,=
2f7p,6.60,refined,Ki,=
1s63,9.05,refined,Ki,=
1lvu,5.32,refined,Kd,=
3s43,8.60,refined,Ki,=
4v01,8.11,refined,Kd,=
3k97,8.00,refined,Ki,=
3b50,7.55,refined,Kd,=
2q5k,11.30,refined,Ki,=
4bcp,6.25,refined,Ki,=
2pvu,6.31,refined,Kd,=
4ozj,5.40,refined,Kd,=
2y5g,6.84,refined,Ki,=
4r73,7.64,refined,Kd,=
4ciw,4.82,refined,Ki,=
2vnp,9.92,refined,Ki,=
1v48,7.80,refined,Ki,=
1d09,7.57,refined,Ki,=
4aqh,6.54,refined,Kd,=
3f7i,7.34,refined,Ki,=
2ayr,9.29,refined,Ki,=
3lpk,9.10,refined,Ki,=
1ec9,3.10,refined,Ki,=
4duh,5.18,refined,Kd,=
4b73,7.21,refined,Kd,=
5a5q,4.68,refined,Kd,=
4umc,3.44,refined,Ki,=
3nx7,8.10,refined,Kd,=
1drv,6.54,refined,Kd,=
2jgs,6.62,refined,Kd,=
1r0p,8.00,refined,Kd,=
2jxr,7.05,refined,Ki,=
4mr3,5.94,refined,Kd,=
3nyx,7.49,refined,Ki,=
2xjg,7.82,refined,Kd,=
4cr9,4.10,refined,Ki,=
4i54,6.96,refined,Kd,=
1zoe,7.40,refined,Ki,=
1b8n,10.52,refined,Ki,=
3exe,6.96,refined,Kd,=
4zme,4.30,refined,Kd,=
2zc9,6.74,refined,Ki,=
2uwo,8.70,refined,Ki,=
4b7r,9.64,refined,Ki,=
3obq,3.54,refined,Kd,=
4i9u,3.86,refined,Kd,=
4non,5.24,refined,Kd,=
3sfg,6.06,refined,Kd,=
5a7b,3.57,refined,Kd,=
1qf2,5.92,refined,Ki,=
2zft,6.52,refined,Kd,=
3drg,7.00,refined,Kd,=
3mxd,8.83,refined,Ki,=
3q6z,3.72,refined,Kd,=
3wtn,7.04,refined,Kd,=
1f0s,7.74,refined,Ki,=
1k27,9.00,refined,Ki,=
1bnv,8.77,refined,Kd,=
1w4p,4.74,refined,Ki,=
4kcx,4.43,refined,Kd,=
1z71,9.18,refined,Ki,=
3pb9,6.58,refined,Ki,=
1j01,6.47,refined,Ki,=
3ldq,5.36,refined,Ki,=
1w4q,5.26,refined,Ki,=
2rkm,3.90,refined,Ki,=
3c89,6.07,refined,Ki,=
4hj2,2.53,refined,Kd,=
4crf,9.30,refined,Ki,=
4ko8,7.15,refined,Kd,=
3lp7,5.44,refined,Kd,=
3wq6,4.59,refined,Ki,=
1mrn,4.52,refined,Ki,=
4ou3,4.41,refined,Ki,=
2jkh,8.05,refined,Ki,=
3b1m,8.48,refined,Ki,=
4rlw,4.87,refined,Kd,=
2gzl,4.82,refined,Kd,=
1gar,10.00,refined,Ki,=
2wkz,8.77,refined,Ki,=
1pxn,7.15,refined,Ki,=
1ype,8.10,refined,Ki,=
1wcq,6.26,refined,Ki,=
1hps,9.22,refined,Ki,=
3tfn,6.57,refined,Ki,=
3g1v,3.19,refined,Ki,=
1mtr,8.40,refined,Ki,=
4i5c,8.82,refined,Ki,=
2f7i,7.10,refined,Kd,=
1t4v,7.68,refined,Ki,=
3ujc,4.59,refined,Kd,=
4b0b,3.33,refined,Kd,=
1fzk,8.40,refined,Kd,=
3ipu,7.32,refined,Ki,=
1h0a,5.44,refined,Kd,=
2i80,5.40,refined,Ki,=
4ban,8.61,refined,Ki,=
2gst,6.07,refined,Ki,=
3f5l,3.72,refined,Ki,=
1i9m,8.48,refined,Kd,=
4j44,5.73,refined,Ki,=
3pwm,9.10,refined,Kd,=
3hzm,5.52,refined,Kd,=
1b3f,6.89,refined,Kd,=
3arq,6.40,refined,Kd,=
2qta,5.76,refined,Kd,=
3k4d,5.11,refined,Ki,=
2i4u,11.57,refined,Ki,=
4jzi,7.40,refined,Ki,=
4mre,2.19,refined,Kd,=
4u0w,3.00,refined,Kd,=
1o3d,7.13,refined,Ki,=
1tcx,6.95,refined,Ki,=
4ahs,2.19,refined,Kd,=
4uof,4.84,refined,Kd,=
2hoc,9.52,refined,Ki,=
1pz5,5.40,refined,Kd,=
1sl3,11.85,refined,Ki,=
4clj,9.15,refined,Ki,=
1qbt,10.62,refined,Ki,=
1b4z,5.23,refined,Kd,=
1z6e,9.72,refined,Ki,=
4ymq,5.80,refined,Kd,=
3vhc,8.89,refined,Kd,=
1ctt,4.52,refined,Ki,=
3jzg,4.40,refined,Kd,=
3dne,5.22,refined,Ki,=
1b3h,6.21,refined,Kd,=
4z93,7.35,refined,Kd,=
3eqr,8.70,refined,Ki,=
4kmz,8.57,refined,Kd,=
4umb,4.00,refined,Ki,=
4tmk,7.70,refined,Kd,=
3uew,6.31,refined,Kd,=
3coz,5.57,refined,Kd,=
1w96,8.41,refined,Kd,=
4ido,4.93,refined,Kd,=
5c1w,5.06,refined,Ki,=
1uz8,4.96,refined,Kd,=
2j7d,7.13,refined,Kd,=
4ucc,4.32,refined,Kd,=
4ibj,4.33,refined,Kd,=
2x96,4.03,refined,Ki,=
2xj1,7.55,refined,Kd,=
4fut,6.51,refined,Kd,=
2r9w,5.10,refined,Ki,=
3g31,2.89,refined,Ki,=
2fx6,3.70,refined,Ki,=
2ewa,7.94,refined,Kd,=
3brn,8.70,refined,Kd,=
4kzb,2.89,refined,Ki,=
3uxd,4.41,refined,Ki,=
3qdd,8.77,refined,Ki,=
3ao5,2.23,refined,Kd,=
1tnh,3.37,refined,Ki,=
3mfw,3.52,refined,Ki,=
2wed,6.10,refined,Ki,=
3cct,7.56,refined,Kd,=
3shc,5.72,refined,Ki,=
4jxs,4.74,refined,Ki,=
1tlp,7.55,refined,Ki,=
3ove,6.57,refined,Kd,=
1rpj,6.48,refined,Kd,=
2olb,5.54,refined,Kd,=
1u0g,6.15,refined,Ki,=
3mhi,6.70,refined,Kd,=
4xu2,9.23,refined,Kd,=
3bqc,5.73,refined,Ki,=
2zdl,6.40,refined,Kd,=
3qqa,5.82,refined,Kd,=
3zq9,6.02,refined,Ki,=
3r4p,7.96,refined,Ki,=
4ngm,10.35,refined,Ki,=
2ha2,4.66,refined,Kd,=
1x1z,11.06,refined,Ki,=
4xe1,7.11,refined,Ki,=
3bug,3.18,refined,Kd,=
4bcs,6.99,refined,Kd,=
4i7p,3.50,refined,Kd,=
1sld,6.57,refined,Kd,=
4cjq,3.59,refined,Kd,=
3hs4,8.00,refined,Ki,=
1q5k,7.42,refined,Ki,=
3v51,8.55,refined,Ki,=
2zmm,7.60,refined,Ki,=
2eum,6.70,refined,Kd,=
4agm,3.98,refined,Kd,=
1efy,8.22,refined,Ki,=
3hv8,6.98,refined,Kd,=
4ocq,4.61,refined,Kd,=
2f80,8.18,refined,Ki,=
2pov,7.12,refined,Ki,=
3f3u,4.74,refined,Kd,=
1oe8,5.52,refined,Kd,=
1d7j,3.30,refined,Kd,=
1jao,5.92,refined,Ki,=
3moe,4.30,refined,Ki,=
2p15,10.30,refined,Kd,=
1ta6,9.13,refined,Ki,=
2z1w,4.08,refined,Ki,=
1fv0,5.93,refined,Ki,=
2a5c,4.62,refined,Kd,=
4zzy,5.60,refined,Kd,=
4unp,3.23,refined,Kd,=
2f2h,5.70,refined,Ki,=
3pd9,6.22,refined,Ki,=
1rr6,10.25,refined,Kd,=
1kc7,5.52,refined,Ki,=
2avq,4.39,refined,Ki,=
2a5b,3.93,refined,Kd,=
3ru1,4.85,refined,Kd,=
1hvh,7.96,refined,Ki,=
2aod,5.66,refined,Ki,=
1afl,6.28,refined,Ki,=
2euk,6.60,refined,Kd,=
4yo8,10.52,refined,Ki,=
3mmf,7.43,refined,Ki,=
1gj7,7.89,refined,Ki,=
3lea,9.10,refined,Ki,=
4w9f,5.49,refined,Kd,=
2oxx,6.70,refined,Ki,=
1k1y,3.22,refined,Ki,=
4etz,6.30,refined,Kd,=
1g1d,9.44,refined,Kd,=
1xpz,7.08,refined,Kd,=
1ele,6.85,refined,Ki,=
2buv,4.00,refined,Kd,=
1b6k,8.74,refined,Ki,=
1nm6,10.05,refined,Ki,=
3ujd,4.69,refined,Kd,=
4m2r,8.49,refined,Ki,=
2yi0,8.12,refined,Kd,=
1zge,7.30,refined,Ki,=
3iof,5.22,refined,Ki,=
3iqu,4.77,refined,Kd,=
2pym,6.82,refined,Kd,=
1lnm,8.70,refined,Kd,=
4f9u,6.03,refined,Ki,=
1qbr,10.57,refined,Ki,=
2fgu,9.18,refined,Kd,=
4r74,8.10,refined,Kd,=
2vb8,4.60,refined,Kd,=
3gi5,11.22,refined,Ki,=
1egh,5.70,refined,Ki,=
1afk,6.62,refined,Ki,=
4gj2,8.60,refined,Ki,=
2e9u,8.10,refined,Ki,=
3fjg,3.73,refined,Kd,=
2d3z,6.64,refined,Ki,=
1x8d,2.21,refined,Kd,=
2pk6,10.89,refined,Kd,=
1v2n,5.90,refined,Ki,=
1hii,7.28,refined,Ki,=
4iue,6.55,refined,Kd,=
3uxl,5.57,refined,Ki,=
4q19,8.05,refined,Ki,=
4h85,5.15,refined,Kd,=
1o2w,5.85,refined,Ki,=
4jss,3.30,refined,Ki,=
2gvv,3.90,refined,Ki,=
1yqy,7.62,refined,Ki,=
4u69,4.26,refined,Ki,=
1v7a,8.01,refined,Ki,=
2zpk,7.76,refined,Kd,=
3i25,8.51,refined,Ki,=
4oc3,8.28,refined,Ki,=
2y7x,8.89,refined,Ki,=
1g7g,6.60,refined,Ki,=
4xu0,9.11,refined,Kd,=
4ab9,3.33,refined,Kd,=
1gz4,3.70,refined,Ki,=
4zls,9.09,refined,Ki,=
2q8h,3.00,refined,Kd,=
4tpw,4.69,refined,Kd,=
1pb8,5.15,refined,Ki,=
3juk,4.89,refined,Kd,=
2afx,5.15,refined,Ki,=
4g8y,4.59,refined,Ki,=
3kku,5.70,refined,Ki,=
3pce,2.00,refined,Ki,=
2vhj,3.90,refined,Kd,=
5afv,5.59,refined,Kd,=
3agl,7.80,refined,Ki,=
4det,5.68,refined,Kd,=
4ryd,11.26,refined,Ki,=
4gu9,4.37,refined,Kd,=
1r1h,8.92,refined,Ki,=
3d50,4.77,refined,Ki,=
1hsl,7.19,refined,Kd,=
1fkf,9.40,refined,Kd,=
3ckz,8.72,refined,Ki,=
4jyt,7.40,refined,Ki,=
1sbr,5.00,refined,Kd,=
3gqz,2.17,refined,Ki,=
2uz9,5.71,refined,Ki,=
2p53,7.46,refined,Ki,=
3zsq,4.96,refined,Kd,=
3ejq,8.57,refined,Ki,=
3juq,4.91,refined,Kd,=
4o3c,2.59,refined,Ki,=
1i80,6.41,refined,Kd,=
1ai5,3.72,refined,Ki,=
1sdv,8.74,refined,Ki,=
2cle,3.55,refined,Kd,=
3gi4,10.80,refined,Ki,=
4h3g,8.22,refined,Ki,=
4bqg,6.22,refined,Kd,=
2cex,4.70,refined,Kd,=
1dfo,6.70,refined,Ki,=
3dx1,3.58,refined,Ki,=
2e2r,8.26,refined,Kd,=
3i4b,8.15,refined,Ki,=
4dli,5.62,refined,Kd,=
5dit,6.15,refined,Ki,=
5amg,8.22,refined,Ki,=
2v95,8.30,refined,Kd,=
1wn6,4.68,refined,Ki,=
3hky,7.10,refined,Kd,=
3p3t,7.24,refined,Kd,=
3uev,5.89,refined,Kd,=
4qj0,7.32,refined,Kd,=
3sut,7.85,refined,Ki,=
3cl0,7.07,refined,Ki,=
3bxf,5.54,refined,Kd,=
4u0f,5.92,refined,Kd,=
1kzk,10.39,refined,Ki,=
1qbs,9.47,refined,Ki,=
3p3s,7.59,refined,Kd,=
1kdk,9.05,refined,Kd,=
4mrg,2.96,refined,Kd,=
1owe,6.20,refined,Ki,=
1c1v,7.64,refined,Ki,=
1nw5,5.21,refined,Kd,=
5cqu,6.54,refined,Kd,=
1v1m,3.94,refined,Kd,=
4g0p,3.01,refined,Kd,=
3kr4,7.60,refined,Ki,=
3ozj,5.11,refined,Kd,=
4l4z,5.68,refined,Kd,=
2qwb,2.74,refined,Ki,=
1b58,6.59,refined,Kd,=
4abe,3.40,refined,Kd,=
3s6t,7.35,refined,Ki,=
4ax9,9.57,refined,Ki,=
3l3l,7.48,refined,Ki,=
3zll,6.40,refined,Kd,=
2nta,4.80,refined,Ki,=
4oiv,5.08,refined,Kd,=
3o4k,7.62,refined,Kd,=
1rpf,3.99,refined,Ki,=
1qy2,5.74,refined,Kd,=
4qf7,8.60,refined,Kd,=
4zo5,9.82,refined,Ki,=
4bt3,3.12,refined,Ki,=
4m0y,6.46,refined,Kd,=
4eoh,4.30,refined,Ki,=
3ug2,8.25,refined,Kd,=
2o4p,10.72,refined,Kd,=
2pbw,8.25,refined,Ki,=
2i0a,11.40,refined,Ki,=
2xog,3.43,refined,Ki,=
3bgq,7.96,refined,Ki,=
1c5p,4.68,refined,Ki,=
4iuo,3.64,refined,Kd,=
1ie9,10.19,refined,Kd,=
1gpn,6.48,refined,Ki,=
1o30,6.77,refined,Ki,=
3ery,5.66,refined,Kd,=
1ft7,5.18,refined,Ki,=
3liw,7.60,refined,Ki,=
4gbd,11.32,refined,Ki,=
3fvh,6.35,refined,Kd,=
3ms9,5.22,refined,Kd,=
3dxh,3.19,refined,Ki,=
4h7q,5.06,refined,Kd,=
3o99,10.82,refined,Ki,=
3hu3,6.89,refined,Kd,=
4z1j,8.11,refined,Ki,=
1c5s,6.00,refined,Ki,=
1bwa,8.60,refined,Ki,=
3b4p,5.40,refined,Kd,=
1njd,5.57,refined,Kd,=
2xm1,5.07,refined,Kd,=
4e6q,8.36,refined,Ki,=
4nxu,5.54,refined,Kd,=
4bi7,4.58,refined,Kd,=
3rr4,4.55,refined,Ki,=
2pu2,4.43,refined,Ki,=
3o5x,5.28,refined,Ki,=
3p5o,7.26,refined,Kd,=
4zb6,6.28,refined,Kd,=
2xpc,3.90,refined,Ki,=
3arw,6.15,refined,Kd,=
4je7,6.40,refined,Kd,=
2jdp,6.60,refined,Kd,=
1gjd,5.22,refined,Ki,=
2ypo,4.68,refined,Kd,=
1kav,5.82,refined,Ki,=
1b3l,5.89,refined,Kd,=
1onz,5.10,refined,Kd,=
2pwc,6.57,refined,Ki,=
1q91,4.15,refined,Ki,=
3kdb,9.85,refined,Kd,=
2ya6,5.70,refined,Ki,=
1gnm,6.25,refined,Ki,=
4gkm,5.17,refined,Ki,=
4rlu,4.82,refined,Kd,=
5er1,6.02,refined,Ki,=
2bet,2.77,refined,Ki,=
2uy0,6.92,refined,Ki,=
