pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
4ban,8.61,general,Ki,=
4uvw,7.72,general,IC50,=
3pp0,7.96,general,IC50,=
1utc,4.55,general,Kd,=
3oz1,8.70,general,IC50,<
1ms7,6.77,general,IC50,=
2gst,6.07,general,Ki,=
3e51,7.85,general,IC50,=
1akq,9.10,general,Kd,=
2ylo,4.88,general,IC50,=
4ngq,8.80,general,Ki,=
4gly,5.11,general,Ki,=
3cjf,8.20,general,IC50,=
3f5l,3.72,general,Ki,=
3i6c,4.92,general,Ki,=
3udk,4.49,general,IC50,=
4l09,6.07,general,IC50,=
1i9m,8.48,general,Kd,=
5axq,10.10,general,IC50,=
4j44,5.73,general,Ki,=
1xdg,7.30,general,IC50,=
3g72,9.10,general,IC50,=
5d10,7.14,general,IC50,=
4o3b,6.09,general,Ki,=
3pwm,9.10,general,Kd,=
3h85,5.22,general,Kd,=
3hzm,5.52,general,Kd,=
1b3f,6.89,general,Kd,=
3arq,6.40,general,Kd,=
4z7f,7.53,general,Kd,=
3bho,5.61,general,Kd,=
1yi3,5.40,general,IC50,=
3t6j,6.36,general,Kd,=
3wnt,6.28,general,IC50,=
4cfv,4.63,general,IC50,=
4r5g,5.22,general,Kd,=
4ea3,9.57,general,IC50,=
1mau,11.30,general,Kd,=
1rhj,8.04,general,IC50,=
4bkz,7.57,general,IC50,=
3t0l,4.52,general,IC50,=
2qta,5.76,general,Kd,=
3owl,6.17,general,IC50,=
3k4d,5.11,general,Ki,=
2i4u,11.57,general,Ki,=
1lv8,5.46,general,Kd,=
5d1w,5.12,general,Kd,=
2gz8,5.52,general,IC50,=
3tjh,5.41,general,Kd,=
4wyo,6.95,general,IC50,=
4qvl,6.53,general,IC50,=
4jzi,7.40,general,Ki,=
3zlw,3.70,general,IC50,=
1o3k,6.77,general,Ki,=
2nq7,5.54,general,IC50,=
3kyr,6.72,general,IC50,=
4mre,2.19,general,Kd,=
4hmh,6.21,general,IC50,=
3k5d,7.28,general,IC50,=
3o0e,5.74,general,Kd,=
1oiq,5.54,general,IC50,=
3nuy,3.46,general,IC50,=
2yhy,5.60,general,Kd,=
2xwy,5.22,general,IC50,=
4u0w,3.00,general,Kd,=
2r8q,3.24,general,IC50,=
1zsh,7.07,general,Kd,=
4wq3,7.00,general,IC50,=
1o3d,7.13,general,Ki,=
4ovz,6.31,general,IC50,=
2w73,6.52,general,Kd,=
2wbd,6.64,general,IC50,=
3s3i,7.80,general,IC50,=
1tcx,6.95,general,Ki,=
2piz,6.77,general,IC50,=
4aw5,6.12,general,IC50,=
1jwm,3.57,general,Kd,=
3ukr,4.92,general,IC50,=
4ahs,2.19,general,Kd,=
2yem,7.81,general,IC50,=
1p01,9.46,general,Ki,=
1jvp,5.80,general,IC50,=
4uof,4.84,general,Kd,=
2hoc,9.52,general,Ki,=
4j8r,7.70,general,Kd,=
1pz5,5.40,general,Kd,=
3kqd,9.40,general,Ki,=
1e5a,7.64,general,Kd,=
4p4f,6.77,general,IC50,=
2wzz,5.40,general,IC50,=
4o7a,4.72,general,IC50,=
4qyh,8.89,general,IC50,=
1sl3,11.85,general,Ki,=
4clj,9.15,general,Ki,=
4tk4,5.10,general,Kd,=
1qbt,10.62,general,Ki,=
1b4z,5.23,general,Kd,=
4i32,7.24,general,IC50,=
1z6e,9.72,general,Ki,=
4yt7,8.77,general,Ki,=
1inc,9.34,general,Ki,=
3lox,8.10,general,Ki,=
1tsv,4.80,general,Kd,=
4mk0,5.20,general,IC50,=
4z7s,8.22,general,Kd,=
3m2w,8.52,general,IC50,<
1zrz,5.24,general,IC50,=
2opy,4.52,general,Kd,=
1xh8,5.77,general,IC50,=
4ymq,5.80,general,Kd,=
3oik,6.17,general,Ki,=
3vhc,8.89,general,Kd,=
4ded,7.42,general,IC50,=
1ctt,4.52,general,Ki,=
3jzg,4.40,general,Kd,=
4wk2,6.94,general,Kd,=
3m11,7.37,general,IC50,=
5dgz,7.85,general,Ki,=
3dne,5.22,general,Ki,=
2nm1,7.47,general,Kd,=
3vjt,5.39,general,IC50,=
3f7b,7.19,general,IC50,=
1b3h,6.21,general,Kd,=
4z93,7.35,general,Kd,=
3eqr,8.70,general,Ki,=
2aa9,2.92,general,IC50,=
3rg2,4.20,general,Kd,=
4kmz,8.57,general,Kd,=
1d6n,4.50,general,Ki,=
1h3b,6.85,general,IC50,=
4m6p,7.27,general,IC50,=
4umb,4.00,general,Ki,=
4tmk,7.70,general,Kd,=
4b5b,6.41,general,IC50,=
4jfx,6.44,general,Kd,=
1il3,2.55,general,IC50,=
3k26,3.40,general,Kd,=
3uew,6.31,general,Kd,=
1oq5,7.68,general,IC50,=
3cd8,8.05,general,IC50,=
3eml,8.74,general,Kd,=
3coz,5.57,general,Kd,=
2w2i,6.04,general,Ki,=
1w2h,5.00,general,Ki,=
1e34,2.88,general,Ki,=
4obq,7.19,general,IC50,=
1w96,8.41,general,Kd,=
2v6n,5.86,general,Ki,=
4ido,4.93,general,Kd,=
4d63,1.64,general,Kd,~
3fy0,5.96,general,IC50,=
5c1w,5.06,general,Ki,=
4m8t,6.43,general,IC50,=
2d41,6.82,general,Ki,=
2vgo,6.30,general,IC50,=
4amz,9.82,general,Ki,=
4n3r,6.82,general,IC50,=
3iw4,8.68,general,IC50,=
2gm9,7.39,general,IC50,=
4lgu,8.68,general,IC50,=
1dth,8.22,general,IC50,=
3rik,2.47,general,IC50,=
1uz8,4.96,general,Kd,=
3hfz,4.89,general,Ki,=
2j7d,7.13,general,Kd,=
4ksq,7.31,general,IC50,=
4ucc,4.32,general,Kd,=
1owj,7.32,general,Ki,=
4ibj,4.33,general,Kd,=
3thd,4.05,general,IC50,=
4ps7,7.41,general,Ki,=
2x96,4.03,general,Ki,=
2lwi,3.11,general,Ki,=
2a31,1.01,general,Kd,=
2xj1,7.55,general,Kd,=
3sm0,6.13,general,Ki,=
4mz5,6.10,general,Kd,=
4fut,6.51,general,Kd,=
3h2c,3.30,general,IC50,=
3uvw,5.17,general,Kd,=
2r9w,5.10,general,Ki,=
4uat,5.89,general,Ki,~
3g31,2.89,general,Ki,=
1n8u,6.03,general,Kd,=
2fx6,3.70,general,Ki,=
4hbv,4.64,general,IC50,=
1c7e,6.30,general,Kd,=
2hrp,8.30,general,Kd,=
2ewa,7.94,general,Kd,=
2fw3,6.42,general,IC50,=
3brn,8.70,general,Kd,=
4kzb,2.89,general,Ki,=
3atl,4.76,general,IC50,=
3v3m,5.32,general,IC50,=
2w7x,7.62,general,IC50,=
3bu8,6.92,general,Kd,=
4i12,6.39,general,IC50,=
2b2v,4.77,general,Kd,=
1t7f,5.74,general,Kd,=
3uxd,4.41,general,Ki,=
2a3x,6.92,general,IC50,=
3qdd,8.77,general,Ki,=
3ao5,2.23,general,Kd,=
4yyn,3.96,general,Kd,=
4s3f,6.24,general,IC50,=
1tnh,3.37,general,Ki,=
3fl8,7.27,general,IC50,=
2m0o,5.38,general,Kd,=
3mfw,3.52,general,Ki,=
2wed,6.10,general,Ki,=
3cct,7.56,general,Kd,=
3shc,5.72,general,Ki,=
4jze,8.15,general,IC50,=
4bds,7.60,general,Ki,=
1a37,6.92,general,Kd,=
2f89,6.48,general,Ki,=
4kba,8.22,general,IC50,=
2y6o,7.60,general,IC50,=
1ad8,6.60,general,Ki,=
1rek,6.70,general,Ki,=
4jxs,4.74,general,Ki,=
1tlp,7.55,general,Ki,=
3kqy,4.82,general,Kd,=
3qsd,7.19,general,IC50,=
4prp,5.66,general,Kd,=
3c4f,5.72,general,IC50,=
3ove,6.57,general,Kd,=
1rpj,6.48,general,Kd,=
4c4f,7.59,general,IC50,=
2zyb,7.70,general,IC50,=
4xub,5.97,general,IC50,=
4qps,6.52,general,IC50,=
3bz3,8.82,general,IC50,=
2olb,5.54,general,Kd,=
1d5j,9.15,general,IC50,=
1p93,7.72,general,Kd,=
3bt9,5.71,general,Kd,=
3zo2,7.10,general,IC50,=
4xpj,5.09,general,Kd,~
4pci,5.12,general,IC50,=
1hq5,5.65,general,Kd,=
1h0r,3.70,general,Ki,=
3btr,5.30,general,Kd,=
2fr8,3.15,general,Kd,=
1u0g,6.15,general,Ki,=
3h26,4.49,general,IC50,=
3uoj,7.29,general,Kd,=
3bh8,7.95,general,IC50,=
1dwd,8.18,general,Ki,=
2ybk,4.62,general,IC50,=
2v11,8.52,general,IC50,=
5alz,8.22,general,IC50,=
3mhi,6.70,general,Kd,=
1rw8,6.76,general,IC50,=
4xu2,9.23,general,Kd,=
4bky,7.92,general,IC50,=
4krs,6.52,general,IC50,=
4xtt,7.37,general,Kd,=
3bqc,5.73,general,Ki,=
3kjq,5.88,general,Ki,=
2pri,2.91,general,Ki,=
5a5z,4.08,general,IC50,=
4lph,5.04,general,Kd,=
2zdl,6.40,general,Kd,=
3qqa,5.82,general,Kd,=
3zq9,6.02,general,Ki,=
4dcd,5.75,general,IC50,=
2bxu,7.15,general,Ki,=
2wji,5.02,general,Kd,=
2yiu,6.89,general,IC50,=
4d1s,7.66,general,IC50,=
4l8m,9.00,general,IC50,=
4yab,5.07,general,IC50,=
3r4p,7.96,general,Ki,=
4erz,7.06,general,Kd,=
2g63,8.17,general,Ki,=
4axa,8.00,general,IC50,<
4ngm,10.35,general,Ki,=
4tw6,4.21,general,Ki,=
4abi,8.20,general,Ki,=
1tvr,7.48,general,IC50,=
1jiz,8.70,general,IC50,=
2ha2,4.66,general,Kd,=
4h3a,6.29,general,IC50,=
4f1s,8.70,general,Ki,=
4c71,3.42,general,Ki,=
1x1z,11.06,general,Ki,=
4hxr,5.39,general,IC50,=
1i32,5.70,general,IC50,=
4xe1,7.11,general,Ki,=
4xyn,5.89,general,Kd,=
1s64,8.40,general,Ki,=
1a85,4.52,general,IC50,=
3lzv,10.59,general,Kd,=
3u4i,3.89,general,IC50,=
4pg3,7.85,general,Kd,=
3bug,3.18,general,Kd,=
4bcs,6.99,general,Kd,=
3tti,8.22,general,IC50,=
4xv9,6.72,general,IC50,=
1svg,8.70,general,IC50,=
4i7p,3.50,general,Kd,=
4j1f,7.92,general,IC50,=
1qy5,6.70,general,Kd,=
4o1b,6.41,general,IC50,=
1sld,6.57,general,Kd,=
2osf,3.83,general,Ki,=
4cjq,3.59,general,Kd,=
1jt1,3.40,general,Ki,=
4ijl,3.87,general,Kd,=
4op3,8.15,general,IC50,=
3dcw,9.00,general,Ki,=
3hs4,8.00,general,Ki,=
5c8m,7.19,general,Ki,=
2a4q,7.18,general,Ki,=
1q5k,7.42,general,Ki,=
2iwu,5.92,general,Kd,=
1nl6,11.32,general,Ki,=
2xui,15.00,general,Kd,=
4m3q,7.77,general,IC50,=
3v51,8.55,general,Ki,=
4hej,4.62,general,IC50,=
4o91,6.83,general,IC50,=
4gs9,5.66,general,Kd,=
2zmm,7.60,general,Ki,=
2eum,6.70,general,Kd,=
4agm,3.98,general,Kd,=
3ump,2.99,general,Ki,=
3o0g,6.22,general,Ki,=
1efy,8.22,general,Ki,=
3hv8,6.98,general,Kd,=
4ocq,4.61,general,Kd,=
1pxh,8.74,general,Ki,=
4mrh,1.90,general,Kd,=
2i47,8.66,general,IC50,=
1q6t,8.30,general,IC50,=
1x78,7.85,general,IC50,=
3oot,8.70,general,IC50,=
2f80,8.18,general,Ki,=
2pov,7.12,general,Ki,=
3f3u,4.74,general,Kd,=
3zke,6.80,general,Kd,=
3g8e,5.35,general,Kd,=
1oe8,5.52,general,Kd,=
1d7j,3.30,general,Kd,=
1jao,5.92,general,Ki,=
3moe,4.30,general,Ki,=
2ohu,5.38,general,IC50,=
1gz9,3.51,general,Kd,=
4joj,3.96,general,Ki,=
3cyy,4.77,general,Kd,=
2p15,10.30,general,Kd,=
3khj,7.55,general,IC50,=
2w3o,6.72,general,Kd,=
4uyn,8.40,general,IC50,=
3aox,9.08,general,Ki,=
2h02,6.49,general,IC50,=
2o5d,5.15,general,IC50,=
2op9,5.66,general,Ki,=
4hkn,5.96,general,IC50,=
3t0m,3.94,general,IC50,=
1ta6,9.13,general,Ki,=
4pp9,7.37,general,Ki,=
1wss,7.77,general,IC50,=
1hty,1.40,general,IC50,=
5akw,6.39,general,IC50,=
2z1w,4.08,general,Ki,=
1fv0,5.93,general,Ki,=
3chs,7.77,general,IC50,=
3ij1,4.70,general,Kd,=
5alg,7.52,general,IC50,=
2a5c,4.62,general,Kd,=
4zzy,5.60,general,Kd,=
1c8l,8.16,general,IC50,=
4unp,3.23,general,Kd,=
4uzh,5.01,general,IC50,=
3s1g,5.19,general,Ki,=
2w1i,8.92,general,IC50,=
4rxe,6.64,general,IC50,=
2f2h,5.70,general,Ki,=
3pd9,6.22,general,Ki,=
3ex2,3.70,general,IC50,=
1rr6,10.25,general,Kd,=
4hhy,8.72,general,IC50,=
1kc7,5.52,general,Ki,=
2avq,4.39,general,Ki,=
1joc,4.62,general,Kd,=
1t46,6.43,general,IC50,=
4fmq,5.05,general,Kd,=
4mm7,3.63,general,Ki,=
3sl4,7.57,general,IC50,=
4jju,6.29,general,IC50,=
4ngr,7.55,general,Ki,=
2a5b,3.93,general,Kd,=
3ru1,4.85,general,Kd,=
4joa,7.54,general,IC50,=
2ank,7.33,general,IC50,=
1hvh,7.96,general,Ki,=
2aod,5.66,general,Ki,=
4uro,8.40,general,IC50,<
5a83,6.80,general,IC50,=
4x69,7.66,general,IC50,=
1bl7,7.72,general,IC50,=
3qs1,7.96,general,Ki,=
1t29,6.05,general,Kd,=
1oim,5.32,general,Kd,=
1afl,6.28,general,Ki,=
3wkb,4.21,general,IC50,=
2euk,6.60,general,Kd,=
3k3g,2.85,general,IC50,=
4yo8,10.52,general,Ki,=
3mmf,7.43,general,Ki,=
1gj7,7.89,general,Ki,=
3lea,9.10,general,Ki,=
1ewj,7.49,general,Kd,=
4w9f,5.49,general,Kd,=
4fqo,5.16,general,Kd,=
2oxx,6.70,general,Ki,=
1k1y,3.22,general,Ki,=
4etz,6.30,general,Kd,=
1xuo,7.16,general,IC50,=
1g1d,9.44,general,Kd,=
4afh,9.54,general,Ki,=
2uw4,5.28,general,IC50,=
3v5l,8.15,general,IC50,=
1xpz,7.08,general,Kd,=
1ele,6.85,general,Ki,=
2fm5,7.37,general,IC50,=
1c8v,6.33,general,IC50,=
1ebg,10.82,general,Ki,=
3bla,8.70,general,Ki,=
3udv,5.59,general,Kd,=
2r3i,6.00,general,IC50,=
2buv,4.00,general,Kd,=
1b6k,8.74,general,Ki,=
1nm6,10.05,general,Ki,=
3ujd,4.69,general,Kd,=
1di9,5.30,general,IC50,=
4m2r,8.49,general,Ki,=
2fky,8.59,general,IC50,=
4gxl,5.28,general,Kd,=
3l5r,7.42,general,IC50,=
4gfn,8.30,general,Ki,=
2w16,10.00,general,Kd,=
3zxh,8.52,general,IC50,=
5cs5,1.58,general,Kd,=
2yi0,8.12,general,Kd,=
1zge,7.30,general,Ki,=
4ux4,7.01,general,IC50,=
4lh7,4.47,general,IC50,=
4yyl,5.01,general,IC50,=
3iof,5.22,general,Ki,=
4zjj,8.00,general,Kd,=
4uia,6.72,general,IC50,=
3lco,6.84,general,IC50,=
3axm,5.07,general,Ki,=
2fo4,7.22,general,Kd,=
3if7,7.21,general,Kd,=
3iqu,4.77,general,Kd,=
4q4i,7.33,general,IC50,=
2pym,6.82,general,Kd,=
1lnm,8.70,general,Kd,=
4f9u,6.03,general,Ki,=
4mqp,4.98,general,Ki,=
1qbr,10.57,general,Ki,=
4jaj,5.26,general,IC50,=
4bfy,6.92,general,IC50,=
2b1q,1.59,general,Ki,=
2y57,6.89,general,Kd,=
4tki,6.38,general,IC50,=
2fgu,9.18,general,Kd,=
4wf4,3.11,general,Kd,=
4r74,8.10,general,Kd,=
2vb8,4.60,general,Kd,=
4jwr,6.21,general,IC50,=
3gi5,11.22,general,Ki,=
1egh,5.70,general,Ki,=
1afk,6.62,general,Ki,=
4e26,6.40,general,IC50,=
1ox9,5.21,general,Kd,=
4gj2,8.60,general,Ki,=
4amx,2.19,general,Ki,=
1h6e,6.15,general,Kd,=
4hzx,9.30,general,IC50,=
2c5n,6.66,general,IC50,=
1inh,2.30,general,IC50,=
2e9u,8.10,general,Ki,=
5cqj,4.81,general,IC50,=
1xt3,5.70,general,Kd,=
4bdd,4.43,general,IC50,=
4u0m,5.77,general,IC50,=
4jbo,7.62,general,IC50,=
3fjg,3.73,general,Kd,=
3cpc,5.30,general,IC50,=
2d3z,6.64,general,Ki,=
1nde,7.82,general,Ki,=
2pgj,3.59,general,IC50,=
1x8d,2.21,general,Kd,=
4rgd,3.94,general,Kd,=
2ckm,8.82,general,IC50,=
1jii,9.00,general,IC50,=
2pk6,10.89,general,Kd,=
4fll,5.29,general,IC50,=
7lpr,7.18,general,Ki,=
4j0t,6.74,general,IC50,=
1v2n,5.90,general,Ki,=
1hii,7.28,general,Ki,=
3hyf,5.92,general,IC50,=
4iue,6.55,general,Kd,=
2ohv,6.46,general,IC50,=
4uv8,6.47,general,IC50,=
3uxl,5.57,general,Ki,=
1gny,4.14,general,Kd,=
2wj2,8.33,general,Ki,=
3tct,8.52,general,Kd,=
3fa3,5.60,general,Ki,=
2o65,6.19,general,IC50,=
4q19,8.05,general,Ki,=
1tu6,9.08,general,IC50,=
4e1z,8.52,general,IC50,<
2f6y,3.87,general,IC50,=
3cgy,3.15,general,Kd,=
1els,10.82,general,Ki,=
2hyy,6.77,general,IC50,=
4kb8,7.89,general,IC50,=
4h85,5.15,general,Kd,=
4c0r,4.91,general,Kd,=
1o2w,5.85,general,Ki,=
3zmt,4.55,general,Ki,=
3qnj,6.00,general,Kd,=
4jss,3.30,general,Ki,=
1gwq,7.12,general,Kd,=
4jxv,4.51,general,Ki,=
2gvv,3.90,general,Ki,=
5c83,6.80,general,IC50,=
3gjd,7.33,general,Kd,=
1yqy,7.62,general,Ki,=
4u69,4.26,general,Ki,=
1tl3,6.20,general,IC50,=
1v7a,8.01,general,Ki,=
2zpk,7.76,general,Kd,=
2onc,7.89,general,IC50,=
1w31,3.60,general,Ki,=
2ofu,9.00,general,IC50,=
3qxh,5.24,general,Kd,=
4wwn,6.07,general,IC50,=
3i25,8.51,general,Ki,=
3g6g,8.55,general,IC50,=
4oc3,8.28,general,Ki,=
2y7x,8.89,general,Ki,=
1b11,7.39,general,Ki,=
1qs4,5.64,general,IC50,=
1tyr,7.00,general,Kd,=
3zcw,6.19,general,Kd,=
2i5j,6.30,general,IC50,=
1o42,8.05,general,IC50,=
1g7g,6.60,general,Ki,=
4lpg,4.25,general,Kd,=
3d3p,8.50,general,IC50,=
2v7d,6.59,general,Kd,=
4qvy,5.09,general,IC50,=
2w0s,3.30,general,Kd,=
4hlg,6.51,general,IC50,=
4man,11.00,general,Ki,<
4xu0,9.11,general,Kd,=
4g0l,5.19,general,Kd,=
1sqq,7.82,general,Kd,=
4ab9,3.33,general,Kd,=
4d8i,6.69,general,IC50,=
1ni1,9.05,general,IC50,=
4dkt,4.80,general,Ki,=
3i7i,6.21,general,IC50,=
3b95,5.15,general,Kd,=
3uvp,7.46,general,IC50,=
2az8,8.22,general,IC50,=
1gz4,3.70,general,Ki,=
4zls,9.09,general,Ki,=
3b8r,9.22,general,IC50,=
2q8h,3.00,general,Kd,=
1pau,9.46,general,Ki,=
4ef4,5.35,general,Kd,=
2brn,5.26,general,IC50,=
3svj,6.93,general,Ki,=
4hgl,8.10,general,IC50,=
3o6m,7.48,general,Kd,=
4tpw,4.69,general,Kd,=
1pb8,5.15,general,Ki,=
1pop,9.00,general,Kd,=
3juk,4.89,general,Kd,=
2afx,5.15,general,Ki,=
4k3m,3.55,general,Kd,=
5aad,6.67,general,IC50,=
4mbj,7.21,general,IC50,=
3snb,4.38,general,Ki,=
2yj2,7.92,general,IC50,=
4eoi,6.05,general,Ki,=
4g8y,4.59,general,Ki,=
3vbw,5.22,general,IC50,=
4bdf,4.09,general,IC50,=
3kku,5.70,general,Ki,=
4c16,4.96,general,Kd,=
4l32,6.84,general,IC50,=
2xnm,6.80,general,IC50,=
2vnn,8.70,general,IC50,=
4zwy,8.70,general,Ki,=
4u5l,2.40,general,Kd,=
4u79,6.40,general,IC50,=
2kfg,2.92,general,Kd,=
2f70,4.47,general,IC50,=
3asx,7.70,general,IC50,=
3pce,2.00,general,Ki,=
4frj,6.55,general,IC50,=
2vhj,3.90,general,Kd,=
5afv,5.59,general,Kd,=
2nno,6.40,general,Kd,=
4a4e,3.32,general,Kd,=
3agl,7.80,general,Ki,=
4det,5.68,general,Kd,=
2lo6,3.95,general,Kd,=
4uuq,7.54,general,IC50,=
4ryd,11.26,general,Ki,=
2jqi,5.00,general,Kd,=
3m1j,4.82,general,IC50,=
3n4c,8.02,general,IC50,=
4m3f,5.31,general,IC50,=
1ax1,3.29,general,Kd,=
1la3,4.00,general,Kd,=
4gu9,4.37,general,Kd,=
4oyi,4.72,general,IC50,=
3b1u,5.72,general,IC50,=
1xfv,3.89,general,Kd,=
5ar7,6.49,general,IC50,=
4f6s,5.49,general,Kd,=
2l98,3.61,general,Kd,=
1r1h,8.92,general,Ki,=
1irs,5.22,general,Kd,=
3wka,4.54,general,IC50,=
4alu,7.77,general,IC50,=
4csj,8.31,general,IC50,=
3o0u,7.92,general,IC50,=
1ke5,6.25,general,IC50,=
1err,8.11,general,IC50,=
1p4u,5.30,general,Kd,=
2xah,3.55,general,Ki,=
3d50,4.77,general,Ki,=
1v3x,7.62,general,IC50,=
1hsl,7.19,general,Kd,=
2ayp,8.15,general,IC50,=
3qcj,6.30,general,IC50,=
4gkc,6.82,general,Kd,=
1fkf,9.40,general,Kd,=
4gmy,7.55,general,Ki,=
4ybt,7.00,general,IC50,=
3ckz,8.72,general,Ki,=
4jyt,7.40,general,Ki,=
1sbr,5.00,general,Kd,=
3cj3,4.24,general,IC50,=
3gqz,2.17,general,Ki,=
2uz9,5.71,general,Ki,=
2p53,7.46,general,Ki,=
1b39,6.92,general,Kd,=
3zsq,4.96,general,Kd,=
3lgl,6.05,general,Kd,=
4qt0,6.29,general,IC50,=
1vjc,3.58,general,Kd,=
4apr,6.70,general,Ki,=
4d1y,7.13,general,Kd,=
4fk7,5.24,general,Kd,=
3dcr,8.20,general,IC50,=
3mvl,7.89,general,IC50,=
1w10,7.55,general,Ki,=
4hv7,3.52,general,IC50,=
3ejq,8.57,general,Ki,=
3juq,4.91,general,Kd,=
3odl,7.21,general,Kd,=
2xsb,4.96,general,IC50,=
1doj,8.96,general,Ki,=
3u8w,9.00,general,IC50,=
4o3c,2.59,general,Ki,=
1i80,6.41,general,Kd,=
4qz1,5.44,general,IC50,=
1ai5,3.72,general,Ki,=
2j87,4.85,general,IC50,=
1a5g,10.15,general,Ki,=
3hfj,4.44,general,IC50,=
3s3r,8.68,general,IC50,=
2fhy,5.96,general,Ki,=
1rgk,4.31,general,Kd,=
3anq,6.74,general,Ki,=
4bfr,7.64,general,IC50,=
1sdv,8.74,general,Ki,=
2wu6,7.53,general,IC50,=
2q2c,6.38,general,Kd,=
4wm9,6.92,general,Kd,=
2cle,3.55,general,Kd,=
3gi4,10.80,general,Ki,=
1w6h,9.30,general,Ki,=
4hy0,6.70,general,IC50,=
4h3g,8.22,general,Ki,=
2qyn,6.24,general,IC50,=
4bqg,6.22,general,Kd,=
2w0p,6.52,general,Kd,=
2cex,4.70,general,Kd,=
4jzb,6.47,general,Kd,=
3v3v,5.34,general,IC50,=
3rwg,8.55,general,IC50,=
1g6g,6.28,general,Kd,=
1dfo,6.70,general,Ki,=
1ybo,3.80,general,Kd,=
3dx1,3.58,general,Ki,=
2v85,4.46,general,Kd,=
4rj4,7.80,general,Ki,=
2e2r,8.26,general,Kd,=
3i4b,8.15,general,Ki,=
4dli,5.62,general,Kd,=
3img,2.96,general,Kd,=
3wk4,5.13,general,IC50,=
1qf5,7.37,general,IC50,=
1b2m,3.73,general,Kd,=
5dit,6.15,general,Ki,=
3fum,3.77,general,IC50,=
5amg,8.22,general,Ki,=
2v95,8.30,general,Kd,=
1wn6,4.68,general,Ki,=
3hky,7.10,general,Kd,=
4okp,2.70,general,Ki,<
5cav,6.67,general,Ki,=
1yid,5.00,general,Kd,=
3rxe,4.76,general,IC50,=
4rme,5.92,general,Kd,=
2xni,7.37,general,IC50,=
4o3t,4.37,general,Kd,=
3t5i,6.82,general,Kd,=
3p3t,7.24,general,Kd,=
1t7r,5.96,general,Kd,=
1ym2,8.00,general,IC50,=
2lkk,6.70,general,Kd,=
3uev,5.89,general,Kd,=
4qj0,7.32,general,Kd,=
4w4s,5.02,general,IC50,=
2m3o,5.30,general,Kd,~
3ob0,3.00,general,IC50,~
1wbv,3.79,general,IC50,=
4tx6,5.59,general,IC50,=
3mg8,8.92,general,IC50,=
3sut,7.85,general,Ki,=
1p7m,4.38,general,Kd,=
3cl0,7.07,general,Ki,=
2xd6,6.19,general,IC50,=
3pi5,6.02,general,IC50,=
3t8s,8.55,general,Kd,=
1k2v,4.44,general,Kd,=
4nrk,7.62,general,Kd,=
3bxf,5.54,general,Kd,=
3cgo,5.52,general,IC50,=
4o10,7.11,general,IC50,=
4u0f,5.92,general,Kd,=
2pjl,6.72,general,IC50,=
1kzk,10.39,general,Ki,=
4lww,7.54,general,IC50,=
1qbs,9.47,general,Ki,=
3fzt,6.20,general,IC50,=
4w9q,6.85,general,IC50,=
1skj,5.15,general,IC50,=
3p3s,7.59,general,Kd,=
3zzf,0.40,general,Ki,=
1kdk,9.05,general,Kd,=
4oas,10.00,general,IC50,=
4mrg,2.96,general,Kd,=
4mvh,8.35,general,IC50,=
2yq6,7.35,general,Kd,=
4ayw,4.00,general,Ki,=
1owe,6.20,general,Ki,=
1c1v,7.64,general,Ki,=
3t3e,5.99,general,Ki,=
1nw5,5.21,general,Kd,=
3nsq,5.21,general,Kd,=
2wgs,5.60,general,IC50,=
5ajv,6.24,general,IC50,=
1o4p,2.60,general,IC50,=
3k5k,7.64,general,Kd,=
3w33,7.44,general,IC50,=
5dk4,8.70,general,Ki,=
4j1e,7.72,general,IC50,=
4zj5,7.66,general,Ki,=
2va6,6.17,general,IC50,=
4hyh,9.00,general,IC50,=
4k78,4.79,general,Ki,=
4nrt,6.00,general,IC50,=
1a5h,6.30,general,Ki,=
4elc,3.20,general,Ki,=
1o43,5.66,general,IC50,=
2c90,3.48,general,IC50,=
5cqu,6.54,general,Kd,=
1qpf,7.57,general,IC50,=
5ap7,6.29,general,IC50,=
4tkf,6.55,general,IC50,=
4o70,4.72,general,IC50,=
2nwl,8.70,general,Kd,=
3ilq,5.21,general,Kd,=
4rfz,7.40,general,IC50,=
4inu,9.26,general,IC50,=
3kyf,6.78,general,Kd,=
1fls,7.48,general,IC50,=
1v1m,3.94,general,Kd,=
4g0p,3.01,general,Kd,=
3kr4,7.60,general,Ki,=
5ak0,7.68,general,IC50,=
1wva,6.57,general,Kd,=
2qu5,8.06,general,Ki,=
3ozj,5.11,general,Kd,=
1m5b,8.01,general,IC50,=
4l4z,5.68,general,Kd,=
4zed,5.12,general,Kd,=
2qwb,2.74,general,Ki,=
3wax,7.89,general,IC50,=
1b58,6.59,general,Kd,=
3ful,3.70,general,IC50,=
4abe,3.40,general,Kd,=
3s6t,7.35,general,Ki,=
3new,5.00,general,Kd,=
3nwe,7.60,general,IC50,=
1azx,9.40,general,Kd,=
3hec,4.47,general,Kd,=
1ek1,7.77,general,Ki,=
1uyf,4.52,general,IC50,=
2ow2,8.22,general,IC50,=
4ax9,9.57,general,Ki,=
3l3l,7.48,general,Ki,=
3zll,6.40,general,Kd,=
1pw6,5.22,general,IC50,=
3loo,6.07,general,Ki,=
2zbk,5.70,general,Kd,=
2nta,4.80,general,Ki,=
4oiv,5.08,general,Kd,=
2oji,7.07,general,Ki,=
3o4k,7.62,general,Kd,=
